,Images,Gender
0,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/100480.jpg,1
1,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/027760.jpg,0
2,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/164147.jpg,1
3,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/099579.jpg,0
4,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/120732.jpg,1
5,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/096755.jpg,1
6,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/200021.jpg,0
7,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/020104.jpg,1
8,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/189639.jpg,0
9,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/030702.jpg,1
10,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/195330.jpg,0
11,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/115739.jpg,1
12,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/010805.jpg,1
13,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/176803.jpg,0
14,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/073699.jpg,0
15,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/067814.jpg,0
16,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/031660.jpg,0
17,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/154323.jpg,0
18,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/052080.jpg,1
19,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/090940.jpg,1
20,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/002867.jpg,0
21,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/104850.jpg,1
22,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/022848.jpg,1
23,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/101081.jpg,1
24,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/136165.jpg,1
25,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/046066.jpg,0
26,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/061619.jpg,1
27,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/016234.jpg,0
28,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/151245.jpg,0
29,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/052132.jpg,0
30,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/017571.jpg,0
31,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/017672.jpg,0
32,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/018070.jpg,0
33,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/172556.jpg,0
34,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/111074.jpg,1
35,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/086145.jpg,0
36,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/099346.jpg,1
37,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/118231.jpg,1
38,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/170253.jpg,1
39,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/037299.jpg,0
40,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/030273.jpg,0
41,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/154412.jpg,1
42,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/073116.jpg,0
43,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/066746.jpg,0
44,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/151315.jpg,1
45,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/033575.jpg,0
46,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/028915.jpg,0
47,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/119301.jpg,0
48,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/104465.jpg,0
49,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/201615.jpg,1
50,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/110592.jpg,1
51,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/088660.jpg,0
52,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/158584.jpg,1
53,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/091492.jpg,0
54,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/192228.jpg,0
55,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/142993.jpg,1
56,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/138367.jpg,1
57,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/043258.jpg,1
58,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/138221.jpg,1
59,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/028920.jpg,0
60,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/152527.jpg,1
61,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/067127.jpg,0
62,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/140529.jpg,1
63,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/060377.jpg,1
64,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/122451.jpg,1
65,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/070298.jpg,1
66,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/076220.jpg,0
67,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/val/126804.jpg,1
