,Images,Gender
0,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/105729.jpg,0
1,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/185034.jpg,1
2,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/199642.jpg,0
3,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/028620.jpg,1
4,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/078297.jpg,1
5,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/106251.jpg,0
6,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/021520.jpg,0
7,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/032129.jpg,0
8,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/057027.jpg,0
9,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/057146.jpg,0
10,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/063143.jpg,1
11,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/099373.jpg,1
12,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/182311.jpg,0
13,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/090704.jpg,0
14,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/030861.jpg,1
15,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/073442.jpg,1
16,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/188616.jpg,0
17,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/094603.jpg,0
18,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/049683.jpg,0
19,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/073018.jpg,0
20,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/000494.jpg,0
21,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/026329.jpg,0
22,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/016248.jpg,1
23,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/155258.jpg,0
24,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/076494.jpg,1
25,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/081229.jpg,0
26,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/065824.jpg,1
27,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/100118.jpg,1
28,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/160112.jpg,1
29,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/017135.jpg,0
30,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/002286.jpg,1
31,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/109506.jpg,0
32,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/039726.jpg,1
33,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/153306.jpg,1
34,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/190314.jpg,1
35,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/113252.jpg,0
36,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/200105.jpg,0
37,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/155216.jpg,0
38,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/200875.jpg,1
39,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/192217.jpg,1
40,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/112795.jpg,1
41,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/032226.jpg,0
42,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/170429.jpg,1
43,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/067699.jpg,0
44,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/053171.jpg,1
45,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/027356.jpg,1
46,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/007167.jpg,0
47,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/136777.jpg,0
48,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/124149.jpg,0
49,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/093615.jpg,1
50,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/133759.jpg,0
51,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/117666.jpg,1
52,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/058305.jpg,0
53,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/071025.jpg,0
54,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/181208.jpg,0
55,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/016399.jpg,0
56,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/124789.jpg,1
57,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/201102.jpg,0
58,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/052929.jpg,1
59,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/046892.jpg,1
60,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/174108.jpg,1
61,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/095089.jpg,0
62,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/160949.jpg,1
63,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/039272.jpg,1
64,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/092998.jpg,1
65,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/071372.jpg,0
66,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/184486.jpg,1
67,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/193556.jpg,0
68,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/130286.jpg,0
69,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/068742.jpg,0
70,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/191207.jpg,0
71,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/050989.jpg,1
72,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/115051.jpg,1
73,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/024241.jpg,0
74,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/179424.jpg,0
75,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/014159.jpg,1
76,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/059987.jpg,1
77,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/201018.jpg,0
78,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/015045.jpg,0
79,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/141144.jpg,0
80,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/162080.jpg,1
81,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/121176.jpg,0
82,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/057306.jpg,0
83,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/184076.jpg,0
84,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/142943.jpg,1
85,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/084093.jpg,0
86,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/090561.jpg,1
87,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/126096.jpg,0
88,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/099822.jpg,1
89,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/195470.jpg,1
90,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/154887.jpg,0
91,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/089738.jpg,1
92,C:/Users/busse/Bachelorarbeit/CICD-Pipeline-Gender-Recognition/data/train/033084.jpg,1
